match_id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,team1_score,team2_score,team1_wickets,team2_wickets,first_innings_score,second_innings_score
775,2020,Dubai,2020-04-05,RCB,MI,MI,bat,normal,N,RCB,3,0,RCB_Player_9,Dubai,160,157,10,9,160,157
776,2020,Abu Dhabi,2020-04-17,RR,CSK,CSK,field,normal,N,CSK,42,3,CSK_Player_9,Abu Dhabi,139,181,9,7,139,181
777,2020,Abu Dhabi,2020-04-04,CSK,RR,RR,field,normal,N,RR,43,7,RR_Player_5,Abu Dhabi,154,197,10,3,154,197
778,2020,Dubai,2020-04-01,PBKS,KKR,KKR,bat,normal,N,PBKS,8,3,PBKS_Player_3,Dubai,152,144,7,10,152,144
779,2020,Dubai,2020-04-27,DC,MI,DC,field,normal,N,DC,10,4,DC_Player_6,Dubai,158,148,6,3,148,158
780,2020,Abu Dhabi,2020-04-03,KKR,RCB,RCB,field,normal,N,RCB,3,3,RCB_Player_2,Abu Dhabi,137,140,3,7,137,140
781,2020,Sharjah,2020-04-06,RCB,SRH,SRH,field,normal,N,RCB,38,0,RCB_Player_3,Sharjah,200,162,10,5,200,162
782,2020,Dubai,2020-04-09,KKR,RR,RR,field,normal,N,RR,12,2,RR_Player_11,Dubai,144,156,5,8,144,156
783,2020,Sharjah,2020-04-13,RCB,SRH,SRH,bat,normal,N,RCB,28,5,RCB_Player_2,Sharjah,164,136,5,7,164,136
784,2020,Sharjah,2020-04-15,DC,KKR,DC,bat,normal,N,DC,27,0,DC_Player_7,Sharjah,162,135,10,6,162,135
785,2020,Sharjah,2020-04-15,DC,RCB,RCB,bat,normal,N,DC,15,5,DC_Player_10,Sharjah,164,149,5,5,164,149
786,2020,Dubai,2020-04-14,PBKS,RCB,PBKS,field,normal,N,RCB,7,0,RCB_Player_7,Dubai,144,151,9,10,151,144
787,2020,Dubai,2020-04-09,KKR,SRH,SRH,field,normal,N,KKR,16,2,KKR_Player_10,Dubai,158,142,8,3,158,142
788,2020,Abu Dhabi,2020-04-25,KKR,SRH,SRH,bat,normal,N,KKR,21,0,KKR_Player_6,Abu Dhabi,190,169,10,9,190,169
789,2020,Abu Dhabi,2020-04-02,DC,RCB,RCB,bat,normal,N,RCB,37,0,RCB_Player_10,Abu Dhabi,146,183,8,10,146,183
790,2020,Dubai,2020-04-08,RR,RCB,RCB,bat,normal,N,RR,21,5,RR_Player_1,Dubai,149,128,5,10,149,128
791,2020,Sharjah,2020-04-14,KKR,MI,KKR,field,normal,N,MI,6,1,MI_Player_2,Sharjah,160,166,5,9,166,160
792,2020,Sharjah,2020-04-06,RR,PBKS,PBKS,field,normal,N,PBKS,28,2,PBKS_Player_2,Sharjah,130,158,7,8,130,158
793,2020,Dubai,2020-04-23,RCB,CSK,RCB,field,normal,N,RCB,16,5,RCB_Player_8,Dubai,164,148,5,4,148,164
794,2020,Dubai,2020-04-24,MI,CSK,CSK,field,normal,N,CSK,25,3,CSK_Player_8,Dubai,150,175,8,7,150,175
795,2020,Sharjah,2020-04-15,MI,PBKS,PBKS,field,normal,N,MI,40,3,MI_Player_8,Sharjah,214,174,7,6,214,174
796,2020,Sharjah,2020-04-13,RCB,RR,RCB,field,normal,N,RCB,20,1,RCB_Player_3,Sharjah,147,127,9,10,127,147
797,2020,Sharjah,2020-04-24,SRH,DC,DC,field,normal,N,DC,27,7,DC_Player_4,Sharjah,160,187,8,3,160,187
798,2020,Sharjah,2020-04-22,MI,KKR,MI,field,normal,N,KKR,23,4,KKR_Player_9,Sharjah,166,189,8,6,189,166
799,2020,Dubai,2020-04-07,CSK,RCB,CSK,field,normal,N,CSK,13,1,CSK_Player_8,Dubai,141,128,9,7,128,141
800,2020,Dubai,2020-04-25,SRH,RR,SRH,field,normal,N,SRH,18,4,SRH_Player_11,Dubai,157,139,6,9,139,157
801,2020,Abu Dhabi,2020-04-18,CSK,DC,DC,field,normal,N,CSK,15,4,CSK_Player_10,Abu Dhabi,147,132,6,3,147,132
802,2020,Dubai,2020-04-10,KKR,RR,RR,field,normal,N,KKR,27,7,KKR_Player_2,Dubai,162,135,3,3,162,135
803,2020,Dubai,2020-04-23,KKR,SRH,SRH,field,normal,N,SRH,8,2,SRH_Player_1,Dubai,154,162,10,8,154,162
804,2020,Sharjah,2020-04-22,PBKS,SRH,SRH,bat,normal,N,PBKS,28,6,PBKS_Player_3,Sharjah,187,159,4,3,187,159
805,2020,Dubai,2020-04-17,DC,PBKS,PBKS,bat,normal,N,PBKS,6,5,PBKS_Player_5,Dubai,152,158,6,5,152,158
806,2020,Abu Dhabi,2020-04-14,RCB,PBKS,PBKS,bat,normal,N,PBKS,5,2,PBKS_Player_7,Abu Dhabi,169,174,8,8,169,174
807,2020,Abu Dhabi,2020-04-17,RCB,DC,DC,field,normal,N,DC,11,6,DC_Player_2,Abu Dhabi,138,149,6,4,138,149
808,2020,Abu Dhabi,2020-04-25,SRH,KKR,SRH,field,normal,N,KKR,28,3,KKR_Player_9,Abu Dhabi,117,145,4,7,145,117
809,2020,Abu Dhabi,2020-04-29,DC,KKR,DC,bat,normal,N,DC,9,1,DC_Player_3,Abu Dhabi,155,146,9,10,155,146
810,2020,Sharjah,2020-04-03,RR,KKR,KKR,bat,normal,N,RR,12,0,RR_Player_1,Sharjah,152,140,10,5,152,140
811,2020,Abu Dhabi,2020-04-17,DC,RR,RR,bat,normal,N,RR,26,4,RR_Player_8,Abu Dhabi,107,133,9,6,107,133
812,2020,Dubai,2020-04-02,DC,RR,DC,bat,normal,N,RR,18,5,RR_Player_7,Dubai,153,171,3,5,153,171
813,2020,Abu Dhabi,2020-04-28,DC,MI,MI,bat,normal,N,MI,13,6,MI_Player_6,Abu Dhabi,134,147,4,4,134,147
814,2020,Abu Dhabi,2020-04-21,KKR,RR,RR,field,normal,N,RR,13,2,RR_Player_10,Abu Dhabi,134,147,9,8,134,147
815,2020,Sharjah,2020-04-20,SRH,KKR,SRH,field,normal,N,KKR,15,4,KKR_Player_3,Sharjah,136,151,4,6,151,136
816,2020,Abu Dhabi,2020-04-30,PBKS,CSK,PBKS,bat,normal,N,CSK,25,1,CSK_Player_5,Abu Dhabi,139,164,10,9,139,164
817,2020,Dubai,2020-04-02,SRH,DC,SRH,field,normal,N,DC,8,0,DC_Player_5,Dubai,147,155,5,10,155,147
818,2020,Sharjah,2020-04-10,SRH,PBKS,PBKS,bat,normal,N,SRH,24,0,SRH_Player_8,Sharjah,189,165,10,3,189,165
819,2020,Sharjah,2020-04-24,DC,MI,DC,bat,normal,N,MI,16,1,MI_Player_5,Sharjah,191,207,4,9,191,207
820,2020,Abu Dhabi,2020-04-14,SRH,KKR,SRH,field,normal,N,SRH,41,0,SRH_Player_1,Abu Dhabi,200,159,10,8,159,200
821,2020,Sharjah,2020-04-15,CSK,SRH,SRH,field,normal,N,SRH,21,0,SRH_Player_2,Sharjah,159,180,6,10,159,180
822,2020,Sharjah,2020-04-03,RR,KKR,KKR,bat,normal,N,RR,1,6,RR_Player_1,Sharjah,158,157,4,10,158,157
823,2020,Dubai,2020-04-21,RR,MI,MI,field,normal,N,MI,8,7,MI_Player_7,Dubai,141,149,9,3,141,149
824,2020,Sharjah,2020-04-06,RCB,DC,DC,bat,normal,N,MI,18,2,MI_Player_1,Sharjah,143,161,8,3,143,161
825,2021,Lucknow,2021-04-16,SRH,MI,SRH,bat,normal,N,MI,13,6,MI_Player_2,Lucknow,139,152,7,4,139,152
826,2021,Hyderabad,2021-04-06,MI,SRH,SRH,field,normal,N,MI,44,0,MI_Player_5,Hyderabad,189,145,10,8,189,145
827,2021,Jaipur,2021-04-07,RCB,DC,RCB,bat,normal,N,RCB,42,0,RCB_Player_9,Jaipur,212,170,10,8,212,170
828,2021,Chennai,2021-04-15,KKR,MI,KKR,field,normal,N,KKR,9,4,KKR_Player_9,Chennai,166,157,6,9,157,166
829,2021,Mohali,2021-04-08,RR,DC,RR,field,normal,N,DC,19,1,DC_Player_2,Mohali,159,178,9,9,178,159
830,2021,Hyderabad,2021-04-27,KKR,RCB,RCB,bat,normal,N,KKR,20,7,KKR_Player_5,Hyderabad,162,142,3,6,162,142
831,2021,Mumbai,2021-04-05,CSK,MI,CSK,field,normal,N,MI,28,4,MI_Player_9,Mumbai,130,158,3,6,158,130
832,2021,Kolkata,2021-04-18,CSK,RR,CSK,bat,normal,N,CSK,23,1,CSK_Player_4,Kolkata,167,144,9,4,167,144
833,2021,Kolkata,2021-04-04,PBKS,DC,DC,bat,normal,N,DC,3,4,DC_Player_10,Kolkata,158,161,4,6,158,161
834,2021,Lucknow,2021-04-24,SRH,RR,RR,bat,normal,N,RR,16,0,RR_Player_2,Lucknow,161,177,3,10,161,177
835,2021,Mumbai,2021-04-14,SRH,MI,MI,bat,normal,N,SRH,16,5,SRH_Player_10,Mumbai,161,145,5,9,161,145
836,2021,Hyderabad,2021-04-21,RR,KKR,KKR,bat,normal,N,KKR,7,2,KKR_Player_10,Hyderabad,129,136,3,8,129,136
837,2021,Delhi,2021-04-30,SRH,RR,RR,field,normal,N,SRH,9,2,SRH_Player_10,Delhi,164,155,8,6,164,155
838,2021,Hyderabad,2021-04-28,DC,SRH,SRH,bat,normal,N,DC,6,0,DC_Player_2,Hyderabad,149,143,10,8,149,143
839,2021,Ahmedabad,2021-04-16,KKR,MI,KKR,field,normal,N,MI,5,0,MI_Player_3,Ahmedabad,146,151,10,10,151,146
840,2021,Kolkata,2021-04-13,RR,PBKS,PBKS,bat,normal,N,RR,29,7,RR_Player_9,Kolkata,200,171,3,4,200,171
841,2021,Ahmedabad,2021-04-24,RR,DC,RR,bat,normal,Y,DC,20,2,DC_Player_4,Ahmedabad,153,173,10,8,153,173
842,2021,Delhi,2021-04-08,PBKS,RCB,RCB,field,normal,N,PBKS,32,3,PBKS_Player_1,Delhi,189,157,7,7,189,157
843,2021,Ahmedabad,2021-04-23,MI,KKR,MI,field,normal,N,MI,33,7,MI_Player_2,Ahmedabad,216,183,3,9,183,216
844,2021,Jaipur,2021-04-13,RR,MI,MI,field,normal,N,MI,32,0,MI_Player_4,Jaipur,166,198,10,10,166,198
845,2021,Mohali,2021-04-20,SRH,KKR,KKR,field,normal,N,SRH,26,4,SRH_Player_8,Mohali,176,150,6,4,176,150
846,2021,Lucknow,2021-04-13,SRH,PBKS,SRH,field,normal,N,PBKS,24,4,PBKS_Player_5,Lucknow,144,168,8,6,168,144
847,2021,Chennai,2021-04-19,SRH,RR,SRH,bat,normal,N,RR,2,2,RR_Player_7,Chennai,158,160,7,8,158,160
848,2021,Kolkata,2021-04-10,RR,KKR,KKR,field,normal,N,RR,39,7,RR_Player_1,Kolkata,206,167,3,5,206,167
849,2021,Delhi,2021-04-27,KKR,CSK,KKR,bat,normal,N,CSK,4,3,CSK_Player_11,Delhi,153,157,4,7,153,157
850,2021,Ahmedabad,2021-04-24,DC,CSK,DC,field,normal,Y,CSK,27,5,CSK_Player_11,Ahmedabad,154,181,4,5,181,154
851,2021,Delhi,2021-04-02,SRH,DC,DC,bat,normal,N,SRH,25,3,SRH_Player_11,Delhi,165,140,7,3,165,140
852,2021,Mumbai,2021-04-08,MI,SRH,MI,field,normal,N,MI,12,7,MI_Player_10,Mumbai,154,142,3,5,142,154
853,2021,Mohali,2021-04-02,SRH,RCB,SRH,field,normal,N,RCB,5,0,RCB_Player_4,Mohali,179,184,6,10,184,179
854,2021,Delhi,2021-04-20,MI,KKR,MI,field,normal,N,KKR,13,0,KKR_Player_6,Delhi,137,150,7,10,150,137
855,2021,Chennai,2021-04-27,RCB,PBKS,RCB,field,normal,N,PBKS,23,4,PBKS_Player_2,Chennai,143,166,9,6,166,143
856,2021,Mumbai,2021-04-19,MI,RCB,RCB,field,normal,N,RCB,14,6,RCB_Player_4,Mumbai,150,164,3,4,150,164
857,2021,Mohali,2021-04-17,RR,KKR,KKR,bat,normal,N,KKR,17,7,KKR_Player_4,Mohali,164,181,3,3,164,181
858,2021,Jaipur,2021-04-13,MI,DC,MI,bat,normal,N,DC,3,7,DC_Player_1,Jaipur,146,149,4,3,146,149
859,2021,Jaipur,2021-04-01,RR,RCB,RR,bat,normal,N,RCB,40,5,RCB_Player_2,Jaipur,162,202,6,5,162,202
860,2021,Delhi,2021-04-04,PBKS,RCB,PBKS,field,normal,N,RCB,41,4,RCB_Player_9,Delhi,151,192,9,6,192,151
861,2021,Ahmedabad,2021-04-14,DC,KKR,KKR,field,normal,N,KKR,12,3,KKR_Player_4,Ahmedabad,156,168,7,7,156,168
862,2021,Chennai,2021-04-16,RCB,CSK,CSK,bat,normal,N,RCB,8,4,RCB_Player_6,Chennai,151,143,6,7,151,143
863,2021,Ahmedabad,2021-04-22,CSK,KKR,KKR,field,normal,N,CSK,15,7,CSK_Player_8,Ahmedabad,159,144,3,4,159,144
864,2021,Bangalore,2021-04-12,CSK,MI,CSK,bat,normal,N,CSK,19,0,CSK_Player_10,Bangalore,193,174,10,9,193,174
865,2021,Delhi,2021-04-18,PBKS,RR,RR,bat,normal,N,RR,21,7,RR_Player_4,Delhi,161,182,10,3,161,182
866,2021,Hyderabad,2021-04-16,RCB,SRH,RCB,field,normal,N,SRH,8,5,SRH_Player_10,Hyderabad,138,146,6,5,146,138
867,2021,Ahmedabad,2021-04-29,PBKS,RCB,RCB,bat,normal,N,RCB,8,6,RCB_Player_7,Ahmedabad,177,185,9,4,177,185
868,2021,Hyderabad,2021-04-20,KKR,CSK,KKR,bat,normal,N,CSK,13,4,CSK_Player_4,Hyderabad,149,162,3,6,149,162
869,2021,Mohali,2021-04-29,RCB,PBKS,RCB,field,normal,N,PBKS,25,1,PBKS_Player_10,Mohali,135,160,5,9,160,135
870,2021,Kolkata,2021-04-23,RCB,RR,RCB,field,normal,N,RR,30,2,RR_Player_11,Kolkata,167,197,8,8,197,167
871,2021,Kolkata,2021-04-19,SRH,PBKS,PBKS,field,normal,N,SRH,30,4,SRH_Player_10,Kolkata,181,151,6,5,181,151
872,2021,Hyderabad,2021-04-17,CSK,KKR,KKR,field,normal,N,KKR,26,1,KKR_Player_7,Hyderabad,144,170,4,9,144,170
873,2021,Ahmedabad,2021-04-02,SRH,CSK,SRH,field,normal,N,CSK,31,5,CSK_Player_6,Ahmedabad,176,207,8,5,207,176
874,2021,Jaipur,2021-04-29,KKR,CSK,CSK,bat,normal,N,CSK,30,6,CSK_Player_2,Jaipur,169,199,8,4,169,199
875,2021,Chennai,2021-04-23,RCB,SRH,RCB,field,normal,N,RCB,12,3,RCB_Player_1,Chennai,158,146,7,9,146,158
876,2021,Hyderabad,2021-04-13,CSK,RR,RR,field,normal,N,RR,18,4,RR_Player_10,Hyderabad,151,169,8,6,151,169
877,2021,Chennai,2021-04-30,RCB,PBKS,PBKS,field,normal,N,RCB,6,6,RCB_Player_9,Chennai,133,127,4,8,133,127
878,2021,Kolkata,2021-04-14,PBKS,CSK,CSK,field,normal,N,PBKS,1,1,PBKS_Player_11,Kolkata,159,158,9,6,159,158
879,2021,Ahmedabad,2021-04-01,RCB,DC,DC,field,normal,Y,DC,19,5,DC_Player_8,Ahmedabad,147,166,9,5,147,166
880,2021,Delhi,2021-04-11,MI,CSK,CSK,bat,normal,N,CSK,9,1,CSK_Player_3,Delhi,168,177,9,9,168,177
881,2021,Chennai,2021-04-16,SRH,KKR,KKR,field,normal,N,SRH,11,3,SRH_Player_3,Chennai,159,148,7,9,159,148
882,2021,Hyderabad,2021-04-09,SRH,KKR,KKR,field,normal,N,KKR,20,6,KKR_Player_3,Hyderabad,145,165,4,4,145,165
883,2021,Mohali,2021-04-15,PBKS,CSK,CSK,bat,normal,N,PBKS,18,0,PBKS_Player_9,Mohali,162,144,10,9,162,144
884,2021,Mumbai,2021-04-03,KKR,SRH,SRH,bat,normal,N,CSK,6,5,CSK_Player_6,Mumbai,154,160,5,9,154,160
885,2022,Hyderabad,2022-04-07,GT,DC,GT,bat,normal,N,DC,14,0,DC_Player_11,Hyderabad,170,184,10,10,170,184
886,2022,Kolkata,2022-04-22,RR,DC,RR,field,normal,N,DC,24,7,DC_Player_9,Kolkata,124,148,8,3,148,124
887,2022,Jaipur,2022-04-14,RCB,PBKS,RCB,bat,normal,N,RCB,13,7,RCB_Player_5,Jaipur,151,138,3,9,151,138
888,2022,Mohali,2022-04-30,RR,GT,GT,field,normal,N,GT,14,7,GT_Player_3,Mohali,146,160,10,3,146,160
889,2022,Lucknow,2022-04-11,CSK,RR,RR,field,normal,N,CSK,43,3,CSK_Player_1,Lucknow,213,170,7,8,213,170
890,2022,Mohali,2022-04-23,LSG,MI,MI,bat,normal,N,LSG,34,3,LSG_Player_8,Mohali,210,176,7,8,210,176
891,2022,Mumbai,2022-04-23,KKR,RCB,RCB,field,normal,N,KKR,23,3,KKR_Player_8,Mumbai,161,138,7,10,161,138
892,2022,Mumbai,2022-04-06,GT,RR,GT,field,normal,N,RR,8,2,RR_Player_11,Mumbai,160,168,9,8,168,160
893,2022,Hyderabad,2022-04-17,MI,KKR,MI,field,normal,Y,KKR,29,2,KKR_Player_5,Hyderabad,131,160,10,8,160,131
894,2022,Chennai,2022-04-19,GT,RR,GT,field,normal,N,RR,21,7,RR_Player_6,Chennai,119,140,9,3,140,119
895,2022,Kolkata,2022-04-08,RCB,PBKS,RCB,field,normal,N,PBKS,31,6,PBKS_Player_4,Kolkata,177,208,10,4,208,177
896,2022,Lucknow,2022-04-06,DC,RR,DC,field,normal,N,RR,32,6,RR_Player_11,Lucknow,133,165,4,4,165,133
897,2022,Kolkata,2022-04-02,SRH,GT,GT,field,normal,N,SRH,44,1,SRH_Player_9,Kolkata,212,168,9,10,212,168
898,2022,Hyderabad,2022-04-06,LSG,CSK,LSG,field,normal,Y,CSK,3,7,CSK_Player_9,Hyderabad,149,152,4,3,152,149
899,2022,Delhi,2022-04-15,KKR,SRH,SRH,bat,normal,N,SRH,11,1,SRH_Player_6,Delhi,136,147,7,9,136,147
900,2022,Jaipur,2022-04-14,RCB,LSG,RCB,field,normal,N,LSG,18,5,LSG_Player_4,Jaipur,136,154,3,5,154,136
901,2022,Mohali,2022-04-16,PBKS,KKR,PBKS,bat,normal,N,PBKS,24,2,PBKS_Player_5,Mohali,165,141,8,9,165,141
902,2022,Kolkata,2022-04-28,GT,LSG,LSG,field,normal,N,LSG,8,0,LSG_Player_10,Kolkata,132,140,3,10,132,140
903,2022,Delhi,2022-04-24,GT,RCB,GT,field,normal,N,RCB,20,4,RCB_Player_10,Delhi,155,175,6,6,175,155
904,2022,Lucknow,2022-04-16,LSG,CSK,LSG,field,normal,N,LSG,9,2,LSG_Player_7,Lucknow,157,148,8,9,148,157
905,2022,Mohali,2022-04-27,CSK,SRH,CSK,bat,normal,N,CSK,7,2,CSK_Player_9,Mohali,186,179,8,3,186,179
906,2022,Mohali,2022-04-14,DC,CSK,DC,bat,normal,N,CSK,42,6,CSK_Player_11,Mohali,174,216,4,4,174,216
907,2022,Hyderabad,2022-04-03,SRH,GT,GT,bat,normal,N,GT,19,2,GT_Player_2,Hyderabad,137,156,9,8,137,156
908,2022,Mohali,2022-04-14,MI,PBKS,MI,field,normal,N,MI,25,4,MI_Player_2,Mohali,164,139,6,6,139,164
909,2022,Lucknow,2022-04-11,KKR,GT,GT,bat,normal,N,GT,16,6,GT_Player_7,Lucknow,144,160,7,4,144,160
910,2022,Ahmedabad,2022-04-19,RCB,GT,RCB,bat,normal,Y,RCB,32,0,RCB_Player_8,Ahmedabad,189,157,10,10,189,157
911,2022,Jaipur,2022-04-29,GT,SRH,GT,bat,normal,N,GT,17,2,GT_Player_5,Jaipur,165,148,8,4,165,148
912,2022,Hyderabad,2022-04-25,SRH,CSK,CSK,bat,normal,N,SRH,7,7,SRH_Player_5,Hyderabad,146,139,3,3,146,139
913,2022,Chennai,2022-04-29,GT,DC,GT,field,normal,N,GT,10,2,GT_Player_2,Chennai,167,157,8,9,157,167
914,2022,Ahmedabad,2022-04-10,DC,LSG,LSG,field,normal,N,LSG,8,7,LSG_Player_5,Ahmedabad,171,179,5,3,171,179
915,2022,Delhi,2022-04-12,RR,SRH,RR,field,normal,N,RR,23,6,RR_Player_3,Delhi,169,146,4,9,146,169
916,2022,Bangalore,2022-04-08,MI,SRH,MI,bat,normal,N,MI,3,1,MI_Player_5,Bangalore,159,156,9,7,159,156
917,2022,Lucknow,2022-04-06,MI,SRH,SRH,bat,normal,N,MI,9,5,MI_Player_9,Lucknow,166,157,5,7,166,157
918,2022,Hyderabad,2022-04-08,RCB,DC,RCB,field,normal,N,DC,15,0,DC_Player_2,Hyderabad,136,151,6,10,151,136
919,2022,Lucknow,2022-04-14,CSK,KKR,CSK,bat,normal,N,KKR,14,6,KKR_Player_9,Lucknow,148,162,9,4,148,162
920,2022,Mohali,2022-04-10,SRH,DC,SRH,field,normal,N,SRH,12,7,SRH_Player_1,Mohali,142,130,3,10,130,142
921,2022,Ahmedabad,2022-04-10,MI,KKR,KKR,field,normal,N,KKR,17,4,KKR_Player_2,Ahmedabad,155,172,9,6,155,172
922,2022,Bangalore,2022-04-19,RCB,KKR,KKR,field,normal,N,RCB,20,0,RCB_Player_3,Bangalore,190,170,10,5,190,170
923,2022,Mumbai,2022-04-19,MI,RCB,RCB,field,normal,N,MI,18,5,MI_Player_9,Mumbai,142,124,5,9,142,124
924,2022,Ahmedabad,2022-04-11,LSG,RR,RR,field,normal,N,RR,5,5,RR_Player_7,Ahmedabad,140,145,7,5,140,145
925,2022,Mohali,2022-04-12,GT,MI,GT,bat,normal,N,MI,16,2,MI_Player_2,Mohali,197,213,4,8,197,213
926,2022,Kolkata,2022-04-29,CSK,RCB,CSK,field,normal,N,CSK,3,0,CSK_Player_11,Kolkata,152,149,10,10,149,152
927,2022,Hyderabad,2022-04-27,DC,KKR,KKR,bat,normal,N,DC,2,5,DC_Player_2,Hyderabad,159,157,5,5,159,157
928,2022,Ahmedabad,2022-04-05,KKR,LSG,KKR,field,normal,N,LSG,2,3,LSG_Player_3,Ahmedabad,159,161,4,7,161,159
929,2022,Lucknow,2022-04-26,MI,RR,MI,field,normal,N,RR,36,6,RR_Player_8,Lucknow,143,179,10,4,179,143
930,2022,Kolkata,2022-04-26,KKR,SRH,SRH,field,normal,N,SRH,24,1,SRH_Player_11,Kolkata,116,140,6,9,116,140
931,2022,Hyderabad,2022-04-19,DC,SRH,DC,field,normal,N,SRH,15,1,SRH_Player_5,Hyderabad,142,157,5,9,157,142
932,2022,Bangalore,2022-04-20,GT,CSK,CSK,field,normal,N,GT,3,6,GT_Player_11,Bangalore,156,153,4,3,156,153
933,2022,Delhi,2022-04-23,MI,LSG,MI,field,normal,N,LSG,13,1,LSG_Player_2,Delhi,150,163,9,9,163,150
934,2022,Kolkata,2022-04-19,CSK,KKR,CSK,bat,normal,N,KKR,12,7,KKR_Player_7,Kolkata,147,159,9,3,147,159
935,2022,Delhi,2022-04-12,DC,KKR,KKR,field,normal,N,KKR,2,7,KKR_Player_9,Delhi,162,164,9,3,162,164
936,2022,Delhi,2022-04-17,PBKS,CSK,CSK,field,normal,N,CSK,8,6,CSK_Player_8,Delhi,180,188,7,4,180,188
937,2022,Mumbai,2022-04-04,DC,RR,DC,bat,normal,N,DC,27,7,DC_Player_5,Mumbai,163,136,3,10,163,136
938,2022,Chennai,2022-04-09,LSG,MI,MI,field,normal,N,MI,44,3,MI_Player_8,Chennai,174,218,5,7,174,218
939,2022,Delhi,2022-04-15,KKR,DC,DC,field,normal,N,KKR,12,3,KKR_Player_3,Delhi,170,158,7,8,170,158
940,2022,Kolkata,2022-04-28,PBKS,SRH,SRH,bat,normal,N,PBKS,29,5,PBKS_Player_3,Kolkata,188,159,5,5,188,159
941,2022,Mumbai,2022-04-24,LSG,CSK,CSK,field,normal,N,LSG,16,0,LSG_Player_5,Mumbai,170,154,10,7,170,154
942,2022,Bangalore,2022-04-11,SRH,RCB,SRH,field,normal,N,RCB,1,6,RCB_Player_8,Bangalore,172,173,8,4,173,172
943,2022,Delhi,2022-04-12,DC,KKR,DC,bat,normal,Y,DC,32,7,DC_Player_9,Delhi,185,153,3,4,185,153
944,2022,Jaipur,2022-04-13,GT,SRH,SRH,field,normal,N,SRH,11,3,SRH_Player_2,Jaipur,174,185,9,7,174,185
945,2022,Kolkata,2022-04-24,RR,RCB,RCB,field,normal,N,RCB,15,6,RCB_Player_1,Kolkata,142,157,10,4,142,157
946,2022,Lucknow,2022-04-22,LSG,KKR,LSG,field,normal,N,KKR,9,3,KKR_Player_7,Lucknow,151,160,6,7,160,151
947,2022,Mohali,2022-04-01,PBKS,RCB,PBKS,field,normal,N,RCB,16,3,RCB_Player_8,Mohali,162,178,6,7,178,162
948,2022,Kolkata,2022-04-27,SRH,DC,DC,bat,normal,N,DC,18,3,DC_Player_6,Kolkata,147,165,8,7,147,165
949,2022,Delhi,2022-04-17,SRH,KKR,KKR,field,normal,N,SRH,21,6,SRH_Player_3,Delhi,156,135,4,10,156,135
950,2022,Lucknow,2022-04-27,LSG,RR,RR,field,normal,N,RR,23,0,RR_Player_10,Lucknow,169,192,9,10,169,192
951,2022,Jaipur,2022-04-28,RCB,KKR,RCB,field,normal,N,KKR,5,4,KKR_Player_3,Jaipur,183,188,3,6,188,183
952,2022,Delhi,2022-04-01,SRH,DC,SRH,bat,normal,N,DC,24,1,DC_Player_5,Delhi,143,167,9,9,143,167
953,2022,Ahmedabad,2022-04-22,PBKS,SRH,SRH,bat,normal,N,PBKS,23,4,PBKS_Player_5,Ahmedabad,161,138,6,5,161,138
954,2022,Jaipur,2022-04-19,LSG,RR,RR,bat,normal,N,LSG,7,2,LSG_Player_2,Jaipur,166,159,8,4,166,159
955,2022,Delhi,2022-04-23,PBKS,RR,RR,bat,normal,N,RR,40,5,RR_Player_2,Delhi,170,210,7,5,170,210
956,2022,Ahmedabad,2022-04-25,GT,CSK,GT,field,normal,N,GT,18,5,GT_Player_4,Ahmedabad,158,140,5,10,140,158
957,2022,Mohali,2022-04-02,SRH,PBKS,PBKS,field,normal,N,SRH,21,5,SRH_Player_8,Mohali,174,153,5,3,174,153
958,2022,Hyderabad,2022-04-27,GT,LSG,LSG,bat,normal,N,GT,8,6,GT_Player_2,Hyderabad,148,140,4,5,148,140
959,2023,Lucknow,2023-04-05,LSG,PBKS,PBKS,bat,normal,N,PBKS,9,3,PBKS_Player_6,Lucknow,149,158,7,7,149,158
960,2023,Mumbai,2023-04-22,KKR,RCB,KKR,field,normal,N,KKR,18,4,KKR_Player_11,Mumbai,171,153,6,9,153,171
961,2023,Bangalore,2023-04-29,DC,CSK,CSK,field,normal,N,DC,12,4,DC_Player_3,Bangalore,178,166,6,3,178,166
962,2023,Chennai,2023-04-19,MI,RCB,MI,field,normal,N,RCB,4,4,RCB_Player_2,Chennai,162,166,3,6,166,162
963,2023,Lucknow,2023-04-09,DC,PBKS,PBKS,bat,normal,N,PBKS,7,0,PBKS_Player_2,Lucknow,132,139,10,10,132,139
964,2023,Kolkata,2023-04-17,SRH,DC,SRH,field,normal,N,SRH,24,2,SRH_Player_1,Kolkata,148,124,8,3,124,148
965,2023,Jaipur,2023-04-08,GT,RCB,RCB,bat,normal,N,GT,6,6,GT_Player_7,Jaipur,150,144,4,7,150,144
966,2023,Kolkata,2023-04-16,KKR,DC,DC,bat,normal,N,DC,22,1,DC_Player_2,Kolkata,142,164,10,9,142,164
967,2023,Hyderabad,2023-04-29,DC,RCB,DC,bat,normal,N,DC,25,0,DC_Player_2,Hyderabad,173,148,10,5,173,148
968,2023,Jaipur,2023-04-07,RR,LSG,RR,field,normal,N,LSG,13,7,LSG_Player_4,Jaipur,139,152,9,3,152,139
